"src_id","dst_id","weight","avg_time_gap"
"80937","2","1","23.0"
"80941","2","1","21.0"
"80977","2","3","22.333333333333332"
"80981","2","2","2.0"
"80983","2","1","0.0"
"80984","2","1","11.0"
"81014","2","1","14.0"
"81035","2","1","44.0"
"81244","2","1","32.0"
"81364","2","1","32.0"
"81612","2","1","27.0"
"82538","2","1","6.0"
"82663","2","1","41.0"
"83054","2","1","6.0"
"84789","2","1","45.0"
"84792","2","1","6.0"
"84793","2","1","7.0"
"84801","2","2","40.0"
"84910","2","1","39.0"
"85063","2","1","46.0"
"85065","2","1","33.0"
"85239","2","1","35.0"
"85488","2","10","29.4"
"85503","2","2","2.5"
"85536","2","10","29.4"
"85537","2","10","29.4"
"85571","2","1","29.0"
"85614","2","1","42.0"
"85666","2","1","35.0"
"85678","2","1","39.0"
"85928","2","1","42.0"
"86067","2","1","31.0"
"86375","2","1","15.0"
"338","3","1","17.0"
"358","3","1","11.0"
"717","3","1","18.0"
"1645","3","1","15.0"
"1673","3","1","5.0"
"2036","3","1","12.0"
"2379","3","1","18.0"
"6496","3","1","9.0"
"6911","3","1","6.0"
"11151","3","1","15.0"
"15738","3","1","12.0"
"17811","3","1","10.0"
"20904","3","1","11.0"
"20906","3","1","6.0"
"20907","3","1","3.0"
"21598","3","1","9.0"
"56017","3","1","18.0"
"56734","3","1","19.0"
"69802","3","1","25.0"
"5","4","4","10.0"
"343","4","1","4.0"
"579","4","1","22.0"
"806","4","1","29.0"
"973","4","1","31.0"
"1020","4","1","46.0"
"1155","4","1","49.0"
"1282","4","1","24.0"
"1441","4","1","9.0"
"1582","4","1","42.0"
"1841","4","1","10.0"
"2371","4","1","8.0"
"2372","4","1","10.0"
"2380","4","1","30.0"
"2381","4","1","49.0"
"2895","4","1","0.0"
"3313","4","1","66.0"
"4446","4","1","49.0"
"5101","4","1","52.0"
"5429","4","1","29.0"
"5684","4","1","30.0"
"5761","4","1","55.0"
"6030","4","1","49.0"
"6592","4","1","21.0"
"6987","4","1","41.0"
"7262","4","1","53.0"
"7674","4","2","45.5"
"7801","4","1","28.0"
"7831","4","1","33.0"
"7901","4","1","36.0"
"8738","4","1","50.0"
"8984","4","1","18.0"
"9475","4","1","35.0"
"10137","4","1","43.0"
"10591","4","1","52.0"
"11959","4","1","47.0"
"12074","4","1","52.0"
"12652","4","1","45.0"
"13557","4","1","38.0"
"14541","4","2","3.5"
"15501","4","2","47.5"
"22366","4","1","38.0"
"24987","4","1","59.0"
"26510","4","1","40.0"
